slug,route,source_file,title,date,year,publication,article_category,collections,publication_status,editorial_issue_type,canonical_file,production_title,book_author,publisher,subject_people,company,venue,city,coordinates,people,roles,production_groups,media,word_count
1980-06-01-shaw-s-bad-dreams,/reviews/1980-06-01-shaw-s-bad-dreams/,1980.06.01.The_Observer.Shaw_s_Bad_Dreams.md,Shaw's Bad Dreams,1980-06-01,1980,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,John Bull's Other Island; Livingstone and Sechele; Johannes Faustus,,,,Theatermanufaktur Berlin,Greenwich Theatre,"London, England",[],"[""Alan Strachan"", ""Anni Domingo"", ""Chris Gannon"", ""Christopher Benjamin"", ""David Pownall"", ""George Bernard Shaw"", ""Hanns Eisler"", ""Jennifer Piercey"", ""Joe Marcel"", ""Peter Kelly"", ""Sorcha Cusack"", ""Tony Doyle""]","{""director"": [""Alan Strachan""], ""actors"": [""Christopher Benjamin"", ""Tony Doyle"", ""Sorcha Cusack"", ""Chris Gannon"", ""Anni Domingo"", ""Joe Marcel"", ""Peter Kelly"", ""Jennifer Piercey""], ""playwright"": [""George Bernard Shaw"", ""David Pownall"", ""Hanns Eisler""], ""composer_lyricist"": [""Hanns Eisler""], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""John Bull's Other Island"", ""venue"": [""Greenwich Theatre""], ""city"": [""London, England""], ""director"": [""Alan Strachan""], ""actors"": [""Christopher Benjamin"", ""Tony Doyle"", ""Sorcha Cusack"", ""Chris Gannon""], ""playwright"": [""George Bernard Shaw""]}, {""order"": ""2"", ""production_title"": ""Livingstone and Sechele"", ""actors"": [""Anni Domingo"", ""Joe Marcel"", ""Peter Kelly"", ""Jennifer Piercey""], ""playwright"": [""David Pownall""]}, {""order"": ""3"", ""production_title"": ""Johannes Faustus"", ""company"": [""Theatermanufaktur Berlin""], ""playwright"": [""Hanns Eisler""], ""composer_lyricist"": [""Hanns Eisler""]}]",[],1114
1980-06-08-change-your-partner,/reviews/1980-06-08-change-your-partner/,1980.06.08.The_Observer.Change_Your_Partner.md,Change Your Partner,1980-06-08,1980,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,Sisterly Feelings; Tomfoolery; Leonce and Lena,,,,National Theatre,Olivier Theatre,"London, England",[],"[""Alan Ayckbourn"", ""Alan Tagg"", ""Andrew Cruickshank"", ""Anna Carteret"", ""Christopher Morahan"", ""Georg Büchner"", ""Gillian Lynne"", ""Michael Bryant"", ""Michael Gambon"", ""Penelope Wilton"", ""Robin Ray"", ""Selina Cadell"", ""Simon Callow"", ""Stephen Moore"", ""Stuart Fox"", ""Tom Lehrer""]","{""director"": [], ""actors"": [], ""playwright"": [""Alan Ayckbourn""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Sisterly Feelings"", ""director"": [""Christopher Morahan""], ""actors"": [""Penelope Wilton"", ""Anna Carteret"", ""Simon Callow"", ""Michael Gambon"", ""Stephen Moore"", ""Selina Cadell"", ""Andrew Cruickshank"", ""Michael Bryant""], ""playwright"": [""Alan Ayckbourn""], ""set_designer"": [""Alan Tagg""]}, {""order"": ""2"", ""production_title"": ""Tomfoolery"", ""director"": [""Gillian Lynne""], ""actors"": [""Robin Ray""], ""playwright"": [""Tom Lehrer""], ""composer_lyricist"": [""Tom Lehrer""]}, {""order"": ""3"", ""production_title"": ""Leonce and Lena"", ""actors"": [""Stuart Fox""], ""playwright"": [""Georg Büchner""]}]",[],1236
1980-06-15-travelling-nowhere,/reviews/1980-06-15-travelling-nowhere/,1980.06.15.The_Observer.Travelling_Nowhere.md,Travelling Nowhere,1980-06-15,1980,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,Travelling North; York Mystery Plays; The Devil's Law-Case; She's So Modern,,,,"Theatre Royal, York Rep","Lyric Hammersmith; St Mary's Abbey; Theatre Royal, York; Queen's, Hornchurch","London, England; York; Hornchurch",[],"[""Annette Kerr"", ""Barrie Keeffe"", ""Charlotte Cornwell"", ""Christopher Timothy"", ""Damien Thomas"", ""David Williamson"", ""John Webster"", ""Martin Johns"", ""Michael Blakemore"", ""Patrick Garland"", ""Peter Vaughan"", ""Rosemary Leach""]","{""director"": [""Michael Blakemore"", ""Patrick Garland""], ""actors"": [""Peter Vaughan"", ""Rosemary Leach"", ""Christopher Timothy"", ""Damien Thomas"", ""Annette Kerr"", ""Charlotte Cornwell""], ""playwright"": [""David Williamson"", ""John Webster"", ""Barrie Keeffe""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Martin Johns""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Travelling North"", ""venue"": [""Lyric Hammersmith"", ""St Mary's Abbey""], ""director"": [""Michael Blakemore"", ""Patrick Garland""], ""actors"": [""Peter Vaughan"", ""Rosemary Leach"", ""Christopher Timothy""], ""playwright"": [""David Williamson""]}, {""order"": ""2"", ""production_title"": ""York Mystery Plays""}, {""order"": ""3"", ""production_title"": ""The Devil's Law-Case"", ""venue"": [""Theatre Royal, York""], ""actors"": [""Damien Thomas"", ""Annette Kerr""], ""playwright"": [""John Webster""], ""set_designer"": [""Martin Johns""]}, {""order"": ""4"", ""production_title"": ""She's So Modern"", ""venue"": [""Queen's, Hornchurch""], ""city"": [""Hornchurch""], ""actors"": [""Charlotte Cornwell""], ""playwright"": [""Barrie Keeffe""]}]",[],1191
1980-06-22-perils-of-eng-lit,/reviews/1980-06-22-perils-of-eng-lit/,1980.06.22.The_Observer.Perils_Of_Eng_Lit.md,Perils Of Eng. Lit?,1980-06-22,1980,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,Educating Rita; A Quick Deco; Rutherford and Son,,,,,Warehouse Theatre; Royal Court Theatre Upstairs,"London, England",[],"[""Githa Sowerby"", ""John Golder"", ""John Harle"", ""Julie Walters"", ""Mark Kingston"", ""Mike Ockrent"", ""Noël Coward"", ""Willy Russell""]","{""director"": [], ""actors"": [], ""playwright"": [""Noël Coward""], ""composer_lyricist"": [""Noël Coward""], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Educating Rita"", ""director"": [""Mike Ockrent""], ""actors"": [""Julie Walters"", ""Mark Kingston""], ""playwright"": [""Willy Russell""]}, {""order"": ""2"", ""production_title"": ""A Quick Deco"", ""venue"": [""Chalk Farm""], ""performers"": [""John Golder"", ""John Harle""]}, {""order"": ""3"", ""production_title"": ""Rutherford and Son"", ""company"": [""Mrs Worthington's Daughters""], ""playwright"": [""Githa Sowerby""]}]",[],978
1980-06-29-novel-epic,/reviews/1980-06-29-novel-epic/,1980.06.29.The_Observer.Novel_Epic.md,Novel Epic,1980-06-29,1980,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,The Life and Adventures of Nicholas Nickleby; A Short Sharp Shock; Commitments; The Arbor,,,,Royal Shakespeare Company,Aldwych Theatre,"London, England",[],"[""Alan Rickman"", ""Andrea Dunbar"", ""Ben Kingsley"", ""Bob Peck"", ""Charles Dickens"", ""David Edgar"", ""David Threlfall"", ""Dusty Hughes"", ""Edward Petherbridge"", ""Graham Crowden"", ""Gwen Taylor"", ""Howard Brenton"", ""Jane Downs"", ""John Caird"", ""John McEnery"", ""John Woodvine"", ""Kathryn Pogson"", ""Lila Kaye"", ""Max Stafford-Clark"", ""Paola Dionisotti"", ""Roger Rees"", ""Susan Littler"", ""Suzanne Bertish"", ""Timothy Kightley"", ""Tony Howard"", ""Trevor Nunn""]","{""director"": [""Trevor Nunn"", ""John Caird"", ""Max Stafford-Clark""], ""actors"": [""David Threlfall"", ""Ben Kingsley"", ""John McEnery"", ""Roger Rees"", ""Susan Littler"", ""Jane Downs"", ""John Woodvine"", ""Graham Crowden"", ""Lila Kaye"", ""Bob Peck"", ""Timothy Kightley"", ""Suzanne Bertish"", ""Edward Petherbridge"", ""Gwen Taylor"", ""Alan Rickman"", ""Paola Dionisotti"", ""Kathryn Pogson""], ""playwright"": [""Charles Dickens"", ""David Edgar"", ""Howard Brenton"", ""Tony Howard"", ""Dusty Hughes"", ""Andrea Dunbar""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""The Life and Adventures of Nicholas Nickleby"", ""company"": [""Royal Shakespeare Company""], ""venue"": [""Aldwych Theatre""], ""city"": [""London, England""], ""director"": [""Trevor Nunn"", ""John Caird""], ""actors"": [""David Threlfall"", ""Ben Kingsley"", ""John McEnery"", ""Roger Rees"", ""Susan Littler"", ""Jane Downs"", ""John Woodvine"", ""Graham Crowden"", ""Lila Kaye"", ""Bob Peck"", ""Timothy Kightley"", ""Suzanne Bertish"", ""Edward Petherbridge""], ""playwright"": [""David Edgar"", ""Charles Dickens""]}, {""order"": ""2"", ""production_title"": ""A Short Sharp Shock"", ""actors"": [""Gwen Taylor""], ""playwright"": [""Howard Brenton"", ""Tony Howard""]}, {""order"": ""3"", ""production_title"": ""Commitments"", ""actors"": [""Alan Rickman"", ""Paola Dionisotti""], ""playwright"": [""Dusty Hughes""]}, {""order"": ""4"", ""production_title"": ""The Arbor"", ""director"": [""Max Stafford-Clark""], ""actors"": [""Kathryn Pogson""], ""playwright"": [""Andrea Dunbar""]}]",[],1274
1980-07-06-the-demon-barber-strikes-again,/reviews/1980-07-06-the-demon-barber-strikes-again/,1980.07.06.The_Observer.The_Demon_Barber_Strikes_Again.md,The Demon Barber Strikes Again,1980-07-06,1980,The Observer,Theatre Review,"[""The Shakespeare Collection"", ""UK Collection""]",publish,clean_manual_transcription,,Sweeney Todd,,,,,Drury Lane Theatre,"London, England",[],"[""Andrew C. Wadsworth"", ""Barbara Leigh-Hunt"", ""Carol Royle"", ""Christopher Bond"", ""Denis Quilley"", ""Derek Godfrey"", ""Dilys Watling"", ""Edward Bond"", ""Eugene Lee"", ""Harold Prince"", ""Howard Davies"", ""James Hazeldine"", ""John Barton"", ""Michael Pennington"", ""Oz Clarke"", ""Raymond Westwell"", ""Sheila Hancock"", ""Stephen Sondheim"", ""Tom Wilkinson"", ""Tony Church"", ""William Shakespeare""]","{""director"": [""Harold Prince"", ""John Barton"", ""Howard Davies""], ""actors"": [""Denis Quilley"", ""Sheila Hancock"", ""Dilys Watling"", ""Andrew C. Wadsworth"", ""Oz Clarke"", ""Michael Pennington"", ""Carol Royle"", ""Tony Church"", ""Barbara Leigh-Hunt"", ""Derek Godfrey"", ""Raymond Westwell"", ""Tom Wilkinson"", ""James Hazeldine""], ""playwright"": [""Stephen Sondheim"", ""Christopher Bond"", ""William Shakespeare"", ""Edward Bond""], ""composer_lyricist"": [""Stephen Sondheim""], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Eugene Lee""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1213
1980-08-03-the-showman-and-the-ideologue,/reviews/1980-08-03-the-showman-and-the-ideologue/,1980.08.03.The_Observer.The_Showman_And_The_Ideologue.md,The Showman And The Ideologue,1980-08-03,1980,The Observer,Opinion Piece,"[""UK Collection""]",publish,clean_manual_transcription,,,,,,,,,[],"[""Antonio"", ""Bertolt Brecht"", ""Gielgud"", ""Kenneth Tynan"", ""Michael Redgrave"", ""Olivier"", ""Samuel Beckett""]","{""director"": [], ""actors"": [""Kenneth Tynan"", ""Michael Redgrave"", ""Antonio"", ""Olivier"", ""Gielgud""], ""playwright"": [""Samuel Beckett"", ""Bertolt Brecht""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [""Kenneth Tynan""], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],997
1980-08-10-pal-joey-s-back-in-town,/reviews/1980-08-10-pal-joey-s-back-in-town/,1980.08.10.The_Observer.Pal_Joey_s_Back_In_Town.md,Pal Joey's Back In Town,1980-08-10,1980,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,Pal Joey,,,,Half Moon Theatre,Half Moon Theatre,"London, England",[],"[""Christopher Muncke"", ""Denis Lawson"", ""Jane Gurnett"", ""Jean Hart"", ""John O'Hara"", ""Lorenz Hart"", ""Richard Rodgers"", ""Robert Walker"", ""Sian Phillips"", ""Stuart Hopps"", ""Susan Kyd""]","{""director"": [""Robert Walker""], ""actors"": [""Sian Phillips"", ""Denis Lawson"", ""Susan Kyd"", ""Jane Gurnett"", ""Jean Hart"", ""Christopher Muncke""], ""playwright"": [""John O'Hara""], ""composer_lyricist"": [""Richard Rodgers"", ""Lorenz Hart""], ""musical_director"": [], ""choreographer"": [""Stuart Hopps""], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],828
1980-08-17-planetary-passions,/reviews/1980-08-17-planetary-passions/,1980.08.17.The_Observer.Planetary_Passions.md,Planetary Passions,1980-08-17,1980,The Observer,Theatre Review,"[""The Shakespeare Collection"", ""UK Collection""]",publish,clean_manual_transcription,,The Life of Galileo,,,,,Olivier Theatre,"London, England",[],"[""Alex Norton"", ""Bertolt Brecht"", ""Bill Paterson"", ""Bob Peck"", ""Donald Sinden"", ""Elmer Rice"", ""Howard Brenton"", ""John Bett"", ""John Byrne"", ""John Dexter"", ""Michael Gambon"", ""Mike Burnside"", ""Ronald Eyre"", ""Selina Cadell"", ""Simon Callow"", ""Stephen Moore"", ""William Shakespeare""]","{""director"": [""John Dexter"", ""Ronald Eyre""], ""actors"": [""Michael Gambon"", ""Selina Cadell"", ""Simon Callow"", ""Stephen Moore"", ""Donald Sinden"", ""Bob Peck"", ""John Bett"", ""Alex Norton"", ""Bill Paterson"", ""Mike Burnside""], ""playwright"": [""Bertolt Brecht"", ""Howard Brenton"", ""William Shakespeare"", ""John Byrne"", ""Elmer Rice""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""John Byrne""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1222
1980-08-24-from-titus-to-virginia,/reviews/1980-08-24-from-titus-to-virginia/,1980.08.24.Cushman_Collected.From_Titus_to_Virginia.md,From Titus To Virginia,1980-08-24,1980,The Observer,Theatre Review,"[""The Shakespeare Collection"", ""The Stratford Collection"", ""UK Collection""]",publish,clean_manual_transcription,,Titus Andronicus; Twelfth Night; Much Ado About Nothing; Virginia; Bosoms and Neglect; King Lear; Henry VI,,,,,Festival Theatre; Haymarket Theatre,"Stratford, Ontario; London, England",[],"[""Brian Bedford"", ""Edna O'Brien"", ""John Guare"", ""Kate Reid"", ""Len Cariou"", ""Maggie Smith"", ""Pam Brighton"", ""Peter Ustinov"", ""Robin Phillips"", ""William Hutt"", ""William Shakespeare""]","{""director"": [""Robin Phillips"", ""Brian Bedford""], ""actors"": [""William Hutt"", ""Brian Bedford"", ""Maggie Smith"", ""Peter Ustinov"", ""Len Cariou"", ""Pam Brighton""], ""playwright"": [""William Shakespeare"", ""Edna O'Brien""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Titus Andronicus""}, {""order"": ""2"", ""production_title"": ""Twelfth Night""}, {""order"": ""3"", ""production_title"": ""Much Ado About Nothing""}, {""order"": ""4"", ""production_title"": ""Virginia"", ""company"": [""Stratford Festival""], ""city"": [""Stratford, Ontario""], ""director"": [""Brian Bedford""], ""actors"": [""Brian Bedford"", ""Maggie Smith""], ""playwright"": [""Edna O'Brien""]}, {""order"": ""5"", ""production_title"": ""Bosoms and Neglect"", ""actors"": [""Kate Reid""], ""playwright"": [""John Guare""]}, {""order"": ""6"", ""production_title"": ""King Lear""}, {""order"": ""7"", ""production_title"": ""Henry VI""}]",[],961
1980-08-24-lucifer-on-a-fork-lift-truck,/reviews/1980-08-24-lucifer-on-a-fork-lift-truck/,1980.08.24.The_Observer.Lucifer_On_A_Fork_Lift_Truck.md,Lucifer On A Fork-Lift Truck,1980-08-24,1980,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,The Passion; Creation to Nativity; Billy Bishop Goes to War; The Iceman; The Tarnished Phoenix; A New Way to Pay Old Debts; The Roaring Girl,,,,National Theatre; Priory Theatre Company; Cambridge University Mummers,Assembly Hall,Edinburgh,[],"[""Albion Band"", ""Barry Collins"", ""Bill Bryden"", ""Brian Glover"", ""Chris Ettridge"", ""D. H. Lawrence"", ""Dave Hill"", ""Eric Peterson"", ""Ian McKellen"", ""Jack Shepherd"", ""John Gray"", ""Philip Massinger"", ""Sheila Allen"", ""Thomas Dekker"", ""Thomas Middleton""]","{""director"": [""Bill Bryden""], ""actors"": [""Brian Glover"", ""Jack Shepherd"", ""Dave Hill"", ""Eric Peterson"", ""John Gray"", ""Chris Ettridge"", ""Ian McKellen"", ""Sheila Allen""], ""playwright"": [""Barry Collins"", ""D. H. Lawrence"", ""Philip Massinger"", ""Thomas Middleton"", ""Thomas Dekker""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [""Albion Band""], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""The Passion""}, {""order"": ""2"", ""production_title"": ""Creation to Nativity""}, {""order"": ""3"", ""production_title"": ""Billy Bishop Goes to War"", ""actors"": [""Eric Peterson"", ""John Gray""]}, {""order"": ""4"", ""production_title"": ""The Iceman"", ""actors"": [""Chris Ettridge""], ""playwright"": [""Barry Collins""]}, {""order"": ""5"", ""production_title"": ""The Tarnished Phoenix"", ""actors"": [""Ian McKellen"", ""Sheila Allen""], ""playwright"": [""D. H. Lawrence""]}, {""order"": ""6"", ""production_title"": ""A New Way to Pay Old Debts""}, {""order"": ""7"", ""production_title"": ""The Roaring Girl""}]",[],1151
